0.051637,-0.107118,-0.004222,0.118914
0.149162,-0.108492,-0.005857,0.184445
0.239007,-0.104802,-0.005551,0.260975
0.306823,-0.104065,-0.00717,0.32399
0.355769,-0.106836,-0.004071,0.371464
0.364013,-0.107628,-0.006977,0.379591
0.456969,-0.108687,-0.006071,0.469716
0.46597,-0.110875,-0.006825,0.478979
0.498042,-0.1097,-0.005339,0.50998
0.529339,-0.105808,-0.008052,0.53981
0.565058,-0.107461,-0.006636,0.575186
0.626471,-0.109671,-0.007827,0.635998
0.653659,-0.108419,-0.00706,0.66259
0.688131,-0.108757,-0.009425,0.696673
0.763098,-0.106626,-0.009939,0.770511
0.755644,-0.105485,-0.008632,0.762971
0.804104,-0.108455,-0.010656,0.811386
0.858403,-0.108288,-0.008964,0.865206
0.890838,-0.108585,-0.012942,0.897431
0.929823,-0.108516,-0.010375,0.936134
1.012141,-0.106719,-0.020548,1.017751
0.999849,-0.105679,-0.021429,1.005419
1.082174,-0.107668,-0.024394,1.087517
1.084055,-0.110589,-0.025608,1.089681
1.148903,-0.114425,-0.023605,1.154587
1.209089,-0.119019,-0.026314,1.214933
1.259358,-0.125652,-0.028367,1.265611
1.299522,-0.128718,-0.029229,1.305881
1.345698,-0.139228,-0.028605,1.352881
1.387228,-0.142389,-0.029654,1.394516
1.441573,-0.14574,-0.029662,1.448921
1.510351,-0.154005,-0.028838,1.518182
1.550278,-0.158588,-0.028868,1.558369
1.609539,-0.159362,-0.027494,1.617409
1.635341,-0.160815,-0.027244,1.643229
1.699961,-0.161143,-0.025042,1.707581
1.729103,-0.164085,-0.023186,1.736871
1.787642,-0.163294,-0.022986,1.795085
1.846661,-0.160623,-0.021064,1.853634
1.923014,-0.154875,-0.016995,1.92924
1.927424,-0.150803,-0.014109,1.933314
1.979562,-0.146076,-0.012545,1.984945
2.026949,-0.138917,-0.008334,2.031703
2.082647,-0.13315,-0.009449,2.086899
2.133639,-0.129911,-0.006164,2.13759
2.202998,-0.124542,-0.006603,2.206515
2.283003,-0.121441,-0.009604,2.286231
2.328847,-0.118888,-0.009965,2.33188
2.325331,-0.122639,-0.014182,2.328563
2.371955,-0.129352,-0.018584,2.37548
2.413485,-0.132822,-0.020147,2.417137
2.498109,-0.147377,-0.026386,2.502452
2.584341,-0.159045,-0.026487,2.58923
2.656407,-0.165919,-0.026873,2.661584
2.66042,-0.165476,-0.024907,2.665561
2.708643,-0.1641,-0.022416,2.713609
2.756297,-0.162641,-0.019948,2.761091
2.806245,-0.15685,-0.018463,2.810625
2.845144,-0.144142,-0.012485,2.848793
2.949184,-0.134862,-0.006985,2.952266
2.963119,-0.131082,-0.002484,2.966017
3.067354,-0.125931,-0.003287,3.069938
3.070037,-0.120356,0.0004,3.072395
3.120323,-0.120002,-5e-05,3.12263
3.219858,-0.123314,0.000533,3.222219
3.21178,-0.126882,0.002788,3.214285
3.315,-0.121976,-0.000426,3.317243
3.324637,-0.123579,-0.000247,3.326933
3.358791,-0.124767,-0.000593,3.361108
3.404461,-0.123555,-0.001393,3.406702
3.518326,-0.122218,-0.002528,3.520448
3.540452,-0.123918,-0.003262,3.54262
3.583886,-0.124138,-0.002276,3.586035
3.652369,-0.125582,-0.003806,3.654527
3.706819,-0.128415,-0.003446,3.709042
3.743851,-0.124808,-0.005662,3.745931
3.783336,-0.126457,-0.003787,3.785449
3.852455,-0.126149,-0.003832,3.85452
3.956598,-0.125744,-0.002907,3.958596
3.962373,-0.127709,-0.007229,3.964431
4.009226,-0.1268,-0.006446,4.011231
4.051459,-0.127658,-0.00505,4.05347
4.110531,-0.12988,-0.006746,4.112582
4.183344,-0.132279,-0.00661,4.185435
4.227989,-0.132618,-0.008758,4.230068
4.234584,-0.13478,-0.007967,4.236728
4.292678,-0.134181,-0.008504,4.294774
4.323708,-0.134454,-0.008698,4.325798
4.393171,-0.137428,-0.009882,4.39532
4.413452,-0.139008,-0.006401,4.415641
4.46119,-0.137884,-0.008817,4.46332
4.516786,-0.139736,-0.008107,4.518947
4.593179,-0.13993,-0.011047,4.59531
4.61722,-0.143873,-0.008657,4.619461
4.65251,-0.144531,-0.008455,4.654755
4.712885,-0.147744,-0.008087,4.7152
4.772239,-0.157358,-0.02291,4.774833
4.825671,-0.159789,-0.022871,4.828316
4.948553,-0.163755,-0.025777,4.951261
4.963984,-0.16426,-0.023294,4.966701
5.017154,-0.165318,-0.021952,5.019877
5.073889,-0.163207,-0.019334,5.076513
5.146759,-0.163335,-0.016097,5.14935
5.219193,-0.169765,-0.011532,5.221953
5.250311,-0.17091,-0.00553,5.253092
5.313476,-0.171088,0.000357,5.31623
5.381816,-0.166627,0.001545,5.384394
5.430534,-0.16243,0.003086,5.432963
5.474669,-0.162289,0.00423,5.477074
5.525992,-0.164947,0.005927,5.528453
5.582278,-0.164296,0.007598,5.584695
5.686776,-0.168848,0.010588,5.689282
5.684362,-0.170928,0.010356,5.686932
5.746549,-0.174922,0.014548,5.749211
5.766376,-0.173593,0.014025,5.768989
5.801634,-0.173434,0.014396,5.804226
5.85949,-0.17604,0.014858,5.862134
5.894606,-0.177455,0.017569,5.897277
6.014224,-0.178001,0.021829,6.016857
6.071403,-0.181002,0.024675,6.074101
6.122775,-0.170368,0.028343,6.125145
6.138364,-0.158293,0.032393,6.140404
6.195694,-0.150756,0.035726,6.197528
6.24124,-0.143055,0.037492,6.242879
6.290331,-0.135648,0.038653,6.291793
6.336461,-0.133983,0.042054,6.337877
6.377531,-0.128436,0.045461,6.378824
6.412943,-0.122591,0.046755,6.414115
6.461312,-0.118961,0.045079,6.462407
6.50526,-0.11763,0.044566,6.506324
6.564406,-0.111649,0.043527,6.565355
6.587801,-0.106697,0.040701,6.588665
6.637488,-0.103173,0.037338,6.63829
6.675647,-0.099263,0.034365,6.676385
6.746022,-0.112441,0.008467,6.746959
6.840535,-0.132437,0.010962,6.841816
6.850442,-0.144009,0.011336,6.851955
6.963995,-0.135283,0.009632,6.965308
6.957333,-0.12952,0.008641,6.958539
7.032895,-0.115239,0.003335,7.033839
7.037876,-0.102004,0.000246,7.038615
7.079099,-0.100536,-0.007043,7.079812
7.128241,-0.11795,-0.038364,7.129217
7.168577,-0.130104,-0.042651,7.169757
7.216561,-0.13675,-0.03534,7.217857
7.264235,-0.141912,-0.034452,7.265621
7.305603,-0.142132,-0.035522,7.306986
7.419035,-0.155421,-0.046657,7.420663
7.437459,-0.160605,-0.048231,7.439193
7.501632,-0.163743,-0.040465,7.503419
7.595308,-0.162319,-0.03771,7.597042
7.597824,-0.160986,-0.034622,7.599529
7.646183,-0.157866,-0.031378,7.647812
7.685385,-0.149007,-0.017809,7.686829
7.733221,-0.137966,0.001207,7.734452
7.786461,-0.140187,0.009952,7.787722
7.878015,-0.140699,0.021252,7.879272
7.87188,-0.136176,0.02307,7.873058
7.939927,-0.136718,0.015578,7.941104
7.981906,-0.133988,0.023828,7.98303
8.037776,-0.122766,0.034777,8.038714
8.125465,-0.107603,0.050505,8.126177
8.144832,-0.110409,0.025496,8.14558
8.200781,-0.109043,0.037697,8.201506
8.257113,-0.104133,0.046209,8.257769
8.274942,-0.092605,0.045652,8.27546
8.337824,-0.095354,0.023035,8.338369
8.399101,-0.093861,0.037965,8.399626
8.43292,-0.082543,0.046907,8.433324
8.48433,-0.0814,0.044725,8.484721
8.531787,-0.078544,0.054348,8.532148
8.565121,-0.074307,0.061384,8.565444
8.605727,-0.075469,0.059584,8.606058
8.65634,-0.074819,0.069035,8.656664
8.689605,-0.072955,0.074567,8.689911
8.729404,-0.07253,0.078304,8.729705
8.750946,-0.066828,0.095299,8.751202
8.784807,-0.045744,0.118757,8.784926
8.796778,-0.05153,0.128023,8.796929
8.809478,-0.038,0.159817,8.80956
8.84334,-0.024873,0.178837,8.843375
8.876395,-0.016675,0.184041,8.876411
8.902356,-0.012683,0.197199,8.902365
8.923364,0.001179,0.215281,8.923364
8.962457,0.022026,0.234822,8.962484
8.991656,0.040498,0.24306,8.991748
9.007075,0.046982,0.250391,9.007198
9.034263,0.056092,0.25467,9.034437
9.030893,0.060176,0.265263,9.031093
9.060421,0.075976,0.2873,9.06074
9.063313,0.077779,0.295906,9.063647
9.060428,0.079858,0.300712,9.06078
9.052474,0.084167,0.306892,9.052865
9.051501,0.08583,0.315122,9.051908
9.077039,0.095474,0.340678,9.077541
9.090982,0.097117,0.344466,9.091501
9.115995,0.112662,0.366535,9.116691
9.128716,0.116783,0.38848,9.129463
9.147908,0.129677,0.400155,9.148827
9.151951,0.138531,0.409923,9.153
9.159155,0.154436,0.417774,9.160457
9.181841,0.172817,0.434495,9.183467
9.186851,0.17258,0.441895,9.188471
9.201536,0.187701,0.453781,9.20345
9.198991,0.196416,0.459123,9.201088
9.20682,0.204168,0.473365,9.209084
9.217353,0.21724,0.497527,9.219912
9.240102,0.222591,0.51081,9.242782
9.248006,0.232823,0.521036,9.250936
9.248845,0.239311,0.529206,9.251941
9.282692,0.255889,0.566069,9.286219
9.29749,0.270229,0.576133,9.301416
9.313582,0.287971,0.611452,9.318032
9.315226,0.290974,0.62268,9.319769
9.312939,0.297026,0.633044,9.317675
9.311546,0.303868,0.633432,9.316502
9.308914,0.313585,0.656003,9.314195
9.320437,0.323488,0.676316,9.326049
9.333791,0.332882,0.698058,9.339725
9.345693,0.341822,0.716652,9.351942
9.359294,0.353372,0.725901,9.365962
9.361354,0.361087,0.737861,9.368315
9.360005,0.368645,0.736803,9.367261
9.36238,0.369263,0.758013,9.369659
9.3518,0.374375,0.763987,9.359291
9.344928,0.389227,0.790443,9.353031
9.361696,0.406533,0.814126,9.370519
9.388296,0.424102,0.827239,9.39787
9.395167,0.43227,0.840357,9.405106
9.403247,0.442861,0.852898,9.41367
9.415366,0.457884,0.864869,9.426493
9.42838,0.475213,0.876498,9.440348
9.429402,0.484343,0.884152,9.441833
9.415608,0.504062,0.907782,9.429091
9.408242,0.523168,0.922848,9.422777
9.423469,0.544136,0.938001,9.439166
9.42888,0.561176,0.951827,9.445565
9.436193,0.579463,0.970931,9.453968
9.451744,0.615158,0.984017,9.471741
9.439736,0.622258,0.989117,9.460223
9.439695,0.637224,0.996645,9.461178
9.44593,0.670354,1.024103,9.469686
9.440972,0.698364,1.030194,9.466767
9.453414,0.728047,1.041037,9.481408
9.456743,0.739057,1.048684,9.485578
9.460599,0.763216,1.065774,9.491334
9.461134,0.784594,1.089161,9.49361
9.460309,0.817499,1.105169,9.495564
9.477483,0.843654,1.133419,9.514959
9.4919,0.868558,1.149862,9.531556
9.485432,0.874265,1.161261,9.525637
9.48654,0.908301,1.177546,9.529924
9.480332,0.907536,1.188361,9.523671
9.473497,0.920489,1.194028,9.518112
9.471467,0.942638,1.192443,9.518259
9.478671,0.992323,1.220824,9.530473
9.491715,0.998393,1.243345,9.544078
9.512018,1.024444,1.252247,9.567026
9.523224,1.078619,1.265274,9.584112
9.512702,1.084121,1.273954,9.574279
9.508945,1.097649,1.278648,9.572088
9.518175,1.13156,1.289713,9.585201
9.51678,1.159358,1.292301,9.587137
9.511945,1.177196,1.296767,9.584513
9.511516,1.210439,1.302091,9.588227
9.508894,1.246727,1.304657,9.590276
9.508946,1.292578,1.316982,9.596396
9.521123,1.3175,1.325059,9.611847
9.519097,1.346896,1.335696,9.613913
9.532058,1.392289,1.354344,9.633203
9.540264,1.42653,1.355473,9.646327
9.548386,1.460598,1.36207,9.659452
9.550652,1.485763,1.362747,9.665529
9.557998,1.530419,1.366587,9.679748
9.562475,1.557715,1.369947,9.688519
9.568119,1.598738,1.367737,9.700766
9.582935,1.676744,1.373126,9.728521
9.592683,1.733174,1.378761,9.747998
9.592555,1.778957,1.386913,9.756116
9.60268,1.834174,1.405531,9.77628
9.602791,1.8744,1.416852,9.784016
9.613367,1.880348,1.4326,9.795537
9.613818,1.934247,1.441926,9.806468
9.623878,2.0216,1.455111,9.833916
9.628801,2.038003,1.461378,9.842117
9.631797,2.109371,1.488709,9.860069
9.633474,2.174007,1.493711,9.875735
9.637079,2.229537,1.497463,9.891619
9.635819,2.300067,1.50172,9.906529
9.641697,2.30551,1.501522,9.913511
9.644853,2.356407,1.503735,9.928537
9.642873,2.398734,1.501266,9.936746
9.649393,2.477319,1.497975,9.962324
9.646949,2.482913,1.492528,9.96135
9.65154,2.541934,1.483195,9.980664
9.656337,2.593042,1.482237,9.998436
9.660225,2.638655,1.482509,10.014112
9.66145,2.666143,1.484065,10.022571
9.662197,2.720475,1.486161,10.03788
9.667387,2.788662,1.499841,10.061561
9.665144,2.818324,1.505404,10.067669
9.662718,2.855047,1.506188,10.075685
9.661511,2.884512,1.512239,10.082916
9.659298,2.950469,1.51809,10.099867
9.657595,3.002699,1.522871,10.113621
9.655014,3.051525,1.52955,10.125765
9.666624,3.1655,1.541504,10.171726
9.672498,3.183009,1.54512,10.182768
9.67364,3.28527,1.547094,10.216277
9.676553,3.29666,1.547288,10.222703
9.67468,3.38178,1.548224,10.248701
9.671978,3.430285,1.546642,10.262261
9.668904,3.438719,1.545589,10.262188
9.668703,3.48105,1.546634,10.27626
9.663887,3.52511,1.54521,10.286745
9.670442,3.608388,1.539271,10.32172
9.677292,3.654338,1.539839,10.344281
9.676868,3.699723,1.540129,10.360006
9.674325,3.771307,1.53901,10.383416
9.667119,3.809481,1.536859,10.390637
9.682118,3.908693,1.534856,10.441326
9.687616,3.929919,1.532827,10.454385
9.691313,4.010479,1.535606,10.488351
9.692148,4.062825,1.533773,10.509248
9.695096,4.066305,1.535506,10.513311
9.697199,4.1046,1.534948,10.530119
9.702578,4.161995,1.536948,10.557567
9.697148,4.212626,1.53813,10.572649
9.698076,4.293166,1.542124,10.605845
9.696586,4.30673,1.54135,10.609981
9.7034,4.362637,1.541557,10.639012
9.704969,4.409975,1.546434,10.659939
9.711675,4.489977,1.556946,10.69937
9.720985,4.574054,1.571554,10.743348
9.701715,4.630326,1.5837,10.750033
9.689472,4.684105,1.587887,10.762282
9.702485,4.761636,1.584778,10.807931
9.68394,4.799237,1.591153,10.807931
9.689518,4.897402,1.584001,10.856855
9.693355,4.900435,1.585127,10.861648
9.693241,4.948897,1.577052,10.883496
9.693338,4.999094,1.574937,10.9065
9.686517,5.097091,1.562725,10.945728
9.685943,5.141901,1.558802,10.966159
9.688305,5.150777,1.552045,10.972409
9.690102,5.231668,1.552489,11.012195
9.690316,5.224882,1.552003,11.009161
9.688036,5.271526,1.548039,11.029371
9.688019,5.319294,1.545196,11.052267
9.707254,5.391954,1.537905,11.104231
9.715293,5.444248,1.539595,11.13673
9.715487,5.511639,1.537518,11.169998
9.71691,5.575328,1.540287,11.202796
9.71564,5.638096,1.543104,11.233067
9.709927,5.655661,1.552031,11.236957
9.706039,5.717302,1.561664,11.264757
9.691829,5.757304,1.593015,11.272892
9.676665,5.814187,1.623406,11.289048
9.66703,5.852276,1.633273,11.300469
9.665285,5.896175,1.649088,11.321776
9.662218,5.954711,1.659683,11.34976
9.654685,6.051753,1.675441,11.394588
9.649342,6.072678,1.670226,11.401194
9.644105,6.110867,1.667545,11.417156
9.638055,6.148981,1.653539,11.4325
9.647452,6.209005,1.629718,11.472798
9.638828,6.275977,1.625035,11.501952
9.637955,6.315045,1.58799,11.522586
9.644846,6.399673,1.555248,11.574924
9.651242,6.413488,1.537376,11.587894
9.659716,6.501877,1.505535,11.644077
9.673847,6.494125,1.478338,11.65148
9.690119,6.539405,1.448556,11.690262
9.70265,6.569424,1.426414,11.717454
9.710642,6.595776,1.415462,11.73886
9.72895,6.632046,1.397494,11.774401
9.751742,6.662337,1.389663,11.810301
9.756284,6.690659,1.389576,11.830046
9.767856,6.731803,1.38508,11.862891
9.773188,6.763794,1.390508,11.885458
9.764802,6.762185,1.398856,11.877647
9.756731,6.789511,1.400813,11.8866
9.772256,6.830196,1.402669,11.922607
9.785493,6.876088,1.411756,11.959785
9.795085,6.938462,1.420696,12.00358
9.79603,6.979961,1.439184,12.028386
9.793625,6.97699,1.438703,12.024703
9.781342,7.015835,1.463841,12.0373
9.777041,7.057562,1.477314,12.05818
9.782087,7.084983,1.482027,12.078336
9.792342,7.143531,1.485888,12.121056
9.785788,7.181577,1.504248,12.138233
9.781366,7.226275,1.519323,12.161175
9.780337,7.262246,1.531049,12.181757
9.7735,7.27969,1.551752,12.186681
9.762272,7.310567,1.574415,12.196161
9.764392,7.330607,1.580367,12.209879
9.764068,7.350813,1.587857,12.221762
9.753284,7.376844,1.602528,12.228834
9.739495,7.406396,1.616689,12.235704
9.729443,7.447976,1.628724,12.252935
9.726358,7.502868,1.630788,12.283936
9.726551,7.517784,1.633922,12.293204
9.721013,7.557707,1.645566,12.313287
9.701548,7.570386,1.671083,12.305721
9.695707,7.62078,1.692343,12.332195
9.695664,7.652136,1.698527,12.351562
9.677034,7.680758,1.716829,12.354717
9.647422,7.728659,1.735938,12.361429
9.633987,7.759725,1.749869,12.37041
9.62198,7.790773,1.754194,12.380575
9.612793,7.816861,1.75596,12.38988
9.607224,7.85003,1.759289,12.406519
9.601403,7.86891,1.763267,12.413971
9.591689,7.888355,1.773536,12.418802
9.579386,7.913206,1.786954,12.425115
9.566004,7.969375,1.803511,12.450677
9.561807,7.978888,1.811173,12.453545
9.540715,8.02889,1.8402,12.469495
9.537799,8.036113,1.844958,12.471917
9.520952,8.06421,1.855856,12.47718
9.498464,8.104938,1.873343,12.486426
9.49473,8.114454,1.877768,12.489766
9.479288,8.152424,1.892399,12.502756
9.462225,8.18129,1.908558,12.508686
9.446116,8.199313,1.92028,12.508311
9.438204,8.211532,1.933135,12.510354
9.431848,8.208226,1.949659,12.503389
9.425251,8.224392,1.96733,12.509036
9.418293,8.238733,1.975456,12.513232
9.40295,8.263653,2.001935,12.518124
9.396623,8.267602,2.020191,12.515981
9.391009,8.266866,2.03545,12.511279
9.382019,8.268703,2.044066,12.505748
9.366646,8.28659,2.066509,12.506064
9.357864,8.296794,2.083778,12.506255
9.348935,8.314023,2.097465,12.511018
9.342676,8.319977,2.118778,12.5103
9.332306,8.334237,2.136577,12.512052
9.323582,8.336767,2.151262,12.507233
9.317766,8.340448,2.167284,12.505352
9.309004,8.365589,2.185615,12.515615
9.294895,8.37354,2.200031,12.510446
9.286464,8.373025,2.215569,12.503838
9.283434,8.372045,2.227947,12.500931
9.268939,8.371059,2.241304,12.48951
9.258502,8.379856,2.255931,12.487668
9.245291,8.386511,2.276102,12.482347
9.223397,8.412126,2.296112,12.483385
9.206481,8.415635,2.316037,12.47326
9.203347,8.410311,2.328852,12.467355
9.188708,8.419888,2.346487,12.46302
9.172684,8.419717,2.366736,12.451095
9.162644,8.422753,2.376955,12.445755
9.147493,8.446369,2.396798,12.450614
9.138402,8.453341,2.409438,12.448669
9.138055,8.4445,2.420746,12.442412
9.123066,8.449387,2.436147,12.434729
9.108981,8.450915,2.453496,12.425438
9.093931,8.450432,2.468417,12.41408
9.072535,8.458595,2.483916,12.40398
9.054004,8.473004,2.493084,12.400273
9.047832,8.474585,2.520589,12.396849
9.031678,8.47168,2.534819,12.383076
9.01422,8.479173,2.554703,12.375481
9.000042,8.477305,2.566712,12.363877
8.98412,8.468696,2.576975,12.346385
8.970547,8.489055,2.598669,12.350496
8.992069,8.494547,2.621556,12.369909
9.008248,8.486538,2.636647,12.376181
9.007482,8.489922,2.653779,12.377944
9.003235,8.486435,2.663215,12.372462
8.997846,8.479844,2.678312,12.36402
8.990933,8.485527,2.694008,12.36289
8.955247,8.497726,2.698184,12.345355
8.926456,8.49277,2.708687,12.321069
8.899114,8.497815,2.733881,12.304759
8.871806,8.495446,2.73588,12.283385
8.830448,8.500852,2.762912,12.257296
8.818112,8.497729,2.766913,12.246245
8.800177,8.493648,2.773663,12.230502
8.779352,8.498258,2.789626,12.218732
8.754009,8.512146,2.799935,12.210213
8.714814,8.527229,2.810579,12.192687
8.682454,8.527279,2.822113,12.169613
8.664291,8.531238,2.833319,12.159439
8.650399,8.526752,2.832539,12.146394
8.609787,8.526558,2.848385,12.117369
8.562343,8.531295,2.862808,12.087047
8.543103,8.539568,2.873428,12.079272
8.510596,8.542482,2.88343,12.058368
8.473767,8.549511,2.895143,12.037395
8.43325,8.557171,2.898181,12.014362
8.384317,8.564983,2.912809,11.985646
8.308285,8.570973,2.923461,11.936883
8.30597,8.571642,2.934041,11.935752
8.265714,8.581988,2.952565,11.915223
8.219848,8.580231,2.949783,11.882182
8.134054,8.585371,2.95571,11.826725
8.126424,8.584522,2.968286,11.820862
8.065973,8.591973,2.978142,11.784817
8.02667,8.594504,2.985726,11.759802
7.934035,8.605299,2.996259,11.704703
7.919496,8.609963,3.004515,11.698285
7.849483,8.621573,3.012294,11.659584
7.827254,8.624742,3.008624,11.646977
7.790303,8.625525,3.01518,11.622758
7.752483,8.619051,3.020113,11.592629
7.705146,8.618365,3.025004,11.560515
7.671488,8.619456,3.031711,11.538923
7.615561,8.621446,3.034648,11.503308
7.53563,8.634236,3.051667,11.460181
